System,Region,Coordinates,SecurityRating,Stations,AsteroidBelts,IceBelts
Anin,Lonetrek,"19.8083288075393,-23.1172287546354",0.358628244,4,17,0
Karjataimon,Lonetrek,"18.9957258855328,-23.5386543839681",0.284706607,2,9,0
Tartoken,Lonetrek,"19.8404340077368,-24.2150853504924",0.119319351,5,11,0
Saranen,Lonetrek,"19.5484753202596,-24.7878012181388",0.096294388,3,11,0
Vuorrassi,Lonetrek,"15.7194372884684,-14.9538003605274",0.528344647,12,2,0
Oimmo,Lonetrek,"15.9841345117126,-15.2505865989731",0.463882506,6,20,0
Nalvula,Lonetrek,"16.4368663896425,-14.6377524733192",0.387324193,2,14,0
Otsasai,Lonetrek,"16.6915436122959,-15.1980912125001",0.349161332,5,14,0
Taisy,Lonetrek,"16.8905678975961,-14.7865825881605",0.328331834,1,5,0
Hakonen,Lonetrek,"17.1951994581156,-14.6073864274102",0.296379021,4,21,0
PZP1-D,J7HZ-F,"22.3888865338268,0.675574677653143",-0.088263687,2,7,0
R1KE-A,J7HZ-F,"21.1461371978024,1.7899051899893",-0.071643695,0,8,0
JGDF-B,J7HZ-F,"20.1772575790246,0.884881740303584",-0.165761293,0,20,0
1SR-HT,J7HZ-F,"22.411136526359,0.132622825920443",-0.12007523,1,4,0
SQ-2XA,J7HZ-F,"21.7522000983476,0.839940805281817",-0.07798344,2,5,0
Z-FYJR,J7HZ-F,"23.2615932744746,-1.05389182003558",-0.207943403,0,10,0
ZA6-9N,J7HZ-F,"21.8182394063816,0.0616916062001992",-0.154185448,0,4,0
J1-6CJ,J7HZ-F,"22.1285268967439,0.158355529657271",-0.148091819,0,7,0
7H-Z5R,J7HZ-F,"22.6678030354844,0.522295106869393",-0.130372331,0,11,0
0RZ5-2,J7HZ-F,"22.6403959060402,-0.540370007203231",-0.227535636,0,19,0
A9-NB6,J7HZ-F,"23.2530049127227,0.656931876124768",-0.124111395,0,2,0
LG1-TA,J7HZ-F,"22.6942832044875,-1.12562255460308",-0.294646037,0,16,0
TNK-BQ,J7HZ-F,"23.1798515514203,2.56098745856628",-0.041754223,0,9,0
E2AX-5,J7HZ-F,"21.1004704197042,2.99257286825244",-0.033621898,1,4,0
HPE-KP,J7HZ-F,"22.0409497371764,2.91590643734501",-0.033943225,1,10,0
THS-MN,J7HZ-F,"20.5218484900007,3.03263926057118",-0.036916017,0,8,0
UBES-K,J7HZ-F,"22.565606386047,1.82931369790764",-0.061668002,0,14,0
I-R8B0,J7HZ-F,"22.6933312308651,2.47164852247862",-0.043372298,0,13,0
QIW-TQ,J7HZ-F,"18.7191459126612,4.41064425904626",-0.078538816,0,14,0
WLL-QX,J7HZ-F,"18.0138702923866,4.54717338855863",-0.094657411,0,8,0
BJC4-8,J7HZ-F,"18.9870698409552,4.78759234159061",-0.045118827,1,13,0
PQA-9K,J7HZ-F,"19.3074979839074,4.15608437783014",-0.052897051,1,5,0
S5-U0R,J7HZ-F,"18.5226406054739,5.27188207167561",-0.038069651,0,35,0
CW-R71,J7HZ-F,"18.4283334190676,5.74681759414952",-0.024941089,0,11,0
QO-3LC,J7HZ-F,"22.5835938320852,0.557886018465045",-0.121968402,1,18,0
3E-ER7,J7HZ-F,"21.4421215419296,1.38842309547249",-0.07456628,0,3,0
REZ-YZ,J7HZ-F,"22.4215714521205,1.56511158921962",-0.072164999,0,1,0
OU-AIT,J7HZ-F,"24.0407005556529,0.78685558507168",-0.114693531,0,6,0
VYX2-I,J7HZ-F,"21.8963071292234,0.515895309671154",-0.121282832,0,5,0
5-P3CQ,J7HZ-F,"22.152249726385,0.879728741640042",-0.095863344,1,2,0
M-FDTD,J7HZ-F,"19.3388851576391,2.98249750750166",-0.189015721,1,7,0
54-VNO,J7HZ-F,"20.0305889004532,3.33437443764704",-0.079888348,10,9,0
IAMZ-5,J7HZ-F,"20.194428417092,2.82953009615226",-0.069468669,3,22,0
HD3-JK,J7HZ-F,"19.2512064738792,3.55683390060196",-0.068258718,1,14,0
PBXG-A,J7HZ-F,"20.7882260128929,3.08239220524702",-0.054042581,2,8,0
9-ERCP,J7HZ-F,"19.4914981537886,3.58306209823433",-0.102718286,3,6,0
KN7M-N,J7HZ-F,"20.9669101383728,3.32293199421534",-0.04037068,4,5,0
Z-D1DW,J7HZ-F,"18.9639620421823,1.54643352089589",-0.34902627,0,21,0
FO-3PJ,J7HZ-F,"18.7472048570891,1.74625105625724",-0.435180067,3,17,0
6-QXE6,J7HZ-F,"18.6506965075792,1.54447329390368",-0.472905174,1,16,0
N-FKXV,J7HZ-F,"17.807433266523,1.46695990810224",-0.649492388,1,6,0
X7-8IG,J7HZ-F,"18.7225271111075,1.31202399332844",-0.363307885,1,21,0
R-G1SF,J7HZ-F,"18.4912755022363,1.0563766808698",-0.459046621,0,5,0
6-NCE7,J7HZ-F,"19.4213154798852,2.7357619813808",-0.034132353,1,9,0
WDJQ-G,J7HZ-F,"19.6850710290669,3.64847938637141",-0.030729413,0,9,0
JS3-RS,J7HZ-F,"19.4934388851798,4.77199108291908",-0.015882949,0,10,0
JX-T1W,J7HZ-F,"18.8805959313407,4.38605810554089",-0.024714023,0,6,0
CZ-CED,J7HZ-F,"19.2083970879918,4.13734874230319",-0.032934808,3,8,0
BKK4-H,J7HZ-F,"18.3814924910938,4.52315334302787",-0.049953804,1,7,0
Y-4V7U,J7HZ-F,"18.5132783053339,2.62180084334708",-0.059141889,0,2,0
L-TPN0,J7HZ-F,"17.6718645710055,2.48841105654513",-0.023352548,4,3,0
3-XORH,J7HZ-F,"20.5988377017539,4.95770649737649",-0.015112204,2,6,0
G1VU-H,J7HZ-F,"20.9911553028749,4.71152494046777",-0.01479868,2,6,0
W6H6-K,J7HZ-F,"20.0900512036396,4.17113792058485",-0.038404367,2,3,0
6-23NU,J7HZ-F,"21.6346011924669,5.07308216965949",-0.008158373,2,6,0
DVAR-P,J7HZ-F,"20.7061532325515,4.46166607272307",-0.02176373,0,23,0
J-JS0D,J7HZ-F,"22.2383260928824,4.86130592540054",-0.009097429,2,11,0
VR3-PS,J7HZ-F,"24.7056784113421,0.631751428825317",-0.113017033,0,9,0
LH-J8H,J7HZ-F,"25.4819474280547,-0.844530270873034",-0.217056812,3,9,0
I9D-0D,J7HZ-F,"26.244306153147,-1.44860664376108",-0.251666368,2,5,0
HGB-C6,J7HZ-F,"27.1512442174902,-1.60652225805651",-0.212647475,0,7,0
2L5-FI,J7HZ-F,"24.904256872854,-0.942118878717988",-0.243961871,0,5,0
RS08-B,J7HZ-F,"26.1307785162173,-1.30925745791587",-0.237915399,0,20,0
4U-14I,J7HZ-F,"23.5485919880807,-1.72392363308648",-0.319995435,0,9,0
H-EDXD,J7HZ-F,"23.9723718025699,-1.60248556617794",-0.32113889,2,15,0
8-ULAA,J7HZ-F,"24.7981213773682,-1.71400570846891",-0.286628117,1,13,0
KF1-DU,J7HZ-F,"23.6159084415571,-2.22607151295023",-0.419956097,2,16,0
W-WQM5,J7HZ-F,"24.673683563584,-2.44141729045257",-0.372308342,0,21,0
G5J-LH,J7HZ-F,"24.1027554052759,-2.91784054759726",-0.535095725,0,9,0
H7OL-I,J7HZ-F,"26.8455326745384,-2.31089611506109",-0.284269603,3,5,0
TO21-U,J7HZ-F,"27.3908443554895,-2.61847610856079",-0.279696628,2,6,0
RN-5K9,J7HZ-F,"26.9810895991216,-2.3944785166517",-0.296481101,0,5,0
0M-M64,J7HZ-F,"27.6226521406192,-3.14832870158973",-0.293175391,2,19,0
W5-SGC,J7HZ-F,"28.1836191529461,-3.5124678097838",-0.2661356,0,7,0
8RV-1L,J7HZ-F,"27.3952643381599,-3.82099665023816",-0.374929912,0,26,0
1C-TD6,J7HZ-F,"27.6292026608493,-3.88718787676337",-0.375090046,3,8,0
YBYX-1,J7HZ-F,"28.8045914024092,-3.24403662815568",-0.233587819,1,12,0
L-WG68,The Spire,"-1.86866537432543,20.1916696063245",-0.568903945,0,11,1
E4-E8W,The Spire,"-2.36725236520617,21.628633333082",-0.606340755,0,12,0
HIK-MC,The Spire,"-2.45366475485811,20.3689044365641",-0.596052379,0,18,1
B9EA-G,The Spire,"-2.26685556390349,23.0494208650081",-0.487172834,0,5,0
E-BFLT,The Spire,"-2.78802783480214,21.235017987399",-0.641736365,0,13,0
GZM-KB,The Spire,"-2.04927331049474,19.9835316816934",-0.46479744,0,6,1
5LAJ-8,The Spire,"-2.66653201679017,22.956177476038",-0.492151771,0,11,2
C6C-K9,The Spire,"1.3410771212078,20.0437149540946",-0.752335599,0,16,0
AL-JSG,The Spire,"0.569304000440748,20.1299987831928",-0.643828016,0,4,0
ETO-OT,The Spire,"3.09353283479,20.7714892277412",-0.87269264,0,28,0
KPI-OW,The Spire,"0.164967467906316,20.8154374507014",-0.568134022,0,9,0
A-J6SN,The Spire,"1.75208373392788,20.6416058894022",-0.876694549,0,9,1
OTJ-4W,The Spire,"0.0676507983327297,20.5345184202941",-0.497926143,0,31,1
AG-SYG,The Spire,"1.96534458619296,20.9749452666152",-0.944571164,0,9,0
1I5-0V,The Spire,"0.587488931343808,21.0933828509607",-0.708401366,0,30,0
VX1-HV,The Spire,"-1.63233277174966,21.9162735621429",-0.563984842,0,9,0
JNG7-K,The Spire,"-1.68540842808419,22.1827423097294",-0.56398124,0,18,1
K-XJJT,The Spire,"-0.966546584509384,22.5656166856068",-0.42909868,0,10,0
FO1U-K,The Spire,"-2.43896084536707,21.5946521415701",-0.642808785,0,13,0
6U-1RX,The Spire,"-2.9019564188695,21.6910471959534",-0.622448107,0,9,0
Y4OK-W,The Spire,"-3.20255882825847,21.1359788888111",-0.680783283,0,7,0
P-NI4K,The Spire,"-1.07022591079084,22.6659211587028",-0.382850271,0,16,1
T6T-BQ,The Spire,"3.69151683394832,21.0197071548281",-0.79541234,0,4,0
N-PS2Y,The Spire,"4.58486867499126,20.9500409303186",-0.795218573,0,13,0
K-BBYU,The Spire,"5.17459316265402,20.5809738504329",-0.756458537,0,19,0
0J-MQW,The Spire,"4.38827692507676,19.9176865939822",-0.945698931,0,35,0
XT-1E0,The Spire,"6.13408031829984,20.8981355615016",-0.57896519,0,8,0
3ET-G8,The Spire,"5.57365807914076,20.1496827139059",-0.617152434,0,3,0
MOSA-I,The Spire,"3.35008899147605,20.4589579046309",-0.875945353,0,9,0
B6-XE8,The Spire,"3.49101419391573,21.0890187802127",-0.828080725,0,10,0
JLH-FN,The Spire,"5.14601151552151,20.7109145720379",-0.813372224,0,3,0
DFTK-D,The Spire,"5.72949704465271,20.9218348492741",-0.916188017,0,8,0
4HF-4R,The Spire,"2.80345823112222,21.1195922886917",-0.817993662,0,13,0
Y8K-5B,The Spire,"2.96821312116489,21.2145071491244",-0.799441814,0,20,1
L7-BLT,The Spire,"5.49676965592356,20.7868061449882",-0.953105821,0,21,0
8P-LKL,The Spire,"-0.740316149128839,20.448489137472",-0.629228679,0,1,0
Q-UVY6,The Spire,"-0.278104192826104,20.2932438680522",-0.611476808,0,4,0
RXA-W1,The Spire,"-1.23335972364499,19.3948559099708",-0.586054741,0,14,0
QFU-4S,The Spire,"-0.671236079920321,20.906629755841",-0.604826667,0,7,0
QQGH-G,The Spire,"-0.707786643831585,21.096381494321",-0.585227228,0,16,0
VK6-EZ,The Spire,"-0.982645164789634,20.334381782477",-0.561152307,0,15,0
JVA-FE,The Spire,"-1.07787315024549,19.8427175673494",-0.639524949,0,13,0
P65-TA,The Spire,"1.14900034898565,22.0006313734715",-0.767138203,0,1,0
G-VFVB,The Spire,"0.524332488600526,22.0869049030099",-0.553214383,0,14,0
Y4B-BQ,The Spire,"1.8534768337474,22.8066646475029",-0.597077235,0,12,0
EU-WFW,The Spire,"3.39446942810299,24.0605522220713",-0.366099703,0,8,0
K-YL9T,The Spire,"3.08475135627396,25.4392542800737",-0.277948221,0,8,0
GTB-O4,The Spire,"3.94211506296561,24.7985863289324",-0.325186305,0,14,1
6W-6O9,The Spire,"3.37148743110902,25.5815559451481",-0.305583135,0,7,0
H4X-0I,The Spire,"4.09256257656532,25.7458133296756",-0.451603979,0,11,0
C-BHDN,The Spire,"4.74145656564832,25.7301226855279",-0.613383777,0,6,1
R-RE2B,The Spire,"4.17246141404622,25.382706752364",-0.458797099,0,12,0
4DH-ST,The Spire,"5.93877490988749,26.2016748025247",-0.947951452,0,7,0
OSW-0P,The Spire,"6.55657268778691,26.6855128233234",-1,0,7,0
GF-GR7,The Spire,"-1.78249907059253,24.6656763912719",-0.261815448,0,3,0
DVN6-0,The Spire,"-1.86958700103393,24.9091241506871",-0.27499812,0,7,0
Z19-B8,The Spire,"-1.32826538804577,25.2585440839754",-0.180297078,0,9,1
HPMN-V,The Spire,"-1.23391672753155,24.6779313964255",-0.231618836,0,2,0
XR-ZL7,The Spire,"-1.8391475707569,25.333619048924",-0.211787529,0,6,0
U1-VHY,The Spire,"-1.79952700225112,25.4061456084241",-0.280812607,0,10,0
OTJ9-E,The Spire,"6.53399310931123,25.9280243187823",-0.720549087,0,4,0
LH-LY1,The Spire,"6.86542706793577,25.9086582030784",-0.82386633,0,28,0
7-QOYS,The Spire,"7.32561656307359,26.3658262486747",-0.937850407,0,17,0
KS8G-M,The Spire,"6.50852891831999,26.3426904939714",-0.708040428,0,9,0
ZWM-BB,The Spire,"7.55809529096289,26.782567049532",-1,0,24,0
S-CUEA,The Spire,"6.4455441655686,26.1440443496337",-0.748198625,0,12,0
L-EUY2,The Spire,"3.29892335177523,22.4512533129611",-0.697260219,0,6,0
JL-ZUQ,The Spire,"3.09141664303906,22.9580475818853",-0.660091937,0,10,1
X-KHRZ,The Spire,"2.81837309767291,22.3629331137156",-0.759692441,0,2,0
WIW-X8,The Spire,"2.64085981147284,21.7856412986588",-0.972675713,0,13,0
QRH-BF,The Spire,"2.42280083556874,22.0510153501297",-0.963418556,0,5,0
M-NP5O,The Spire,"2.2520405663013,21.673685080343",-1,0,9,0
2-NF2Z,A821-A,"22.6432606551235,2.83021354553336",-0.034044456,0,5,0
0Z-VHC,A821-A,"23.8591722802401,3.46698936644871",-0.023702894,2,3,0
9-BUSQ,A821-A,"23.0847571843479,4.03825078910566",-0.016287689,1,7,0
LQB-TC,A821-A,"22.4245185976819,3.31466586153454",-0.025034847,0,4,0
II-1B3,A821-A,"24.4298870905111,3.26008849255174",-0.023502295,1,9,0
6-HFD6,A821-A,"23.1232760677803,3.45051853066382",-0.023295171,3,5,0
P3UD-M,A821-A,"24.6708879687009,2.32727351914548",-0.039542923,1,12,0
LCN-0V,A821-A,"25.3295698504363,2.40116918446335",-0.032663861,0,9,0
FX-XMW,A821-A,"26.2108561246505,3.07599948899689",-0.020539005,0,10,0
G-N6MC,A821-A,"26.8303540656611,2.53330021788378",-0.023592778,3,12,0
7-8XK0,A821-A,"27.193740202461,1.74050482132613",-0.031276121,3,13,0
90G-OA,A821-A,"27.7131146483587,1.73911861088782",-0.033254975,1,16,0
DT-7EO,A821-A,"28.436179080287,1.76331963439564",-0.03472869,0,7,0
B-Y06L,A821-A,"28.6199261752356,0.449939133827223",-0.066617573,5,7,0
HHQ-8L,A821-A,"28.5943862089206,2.02576824297719",-0.026872741,0,16,0
Z-KPAR,A821-A,"28.3011224200399,1.00693658532971",-0.06042589,1,9,0
8U-RZH,A821-A,"28.5920114246445,2.75357801330832",-0.020432306,0,7,0
2RV-06,A821-A,"27.4927305467593,0.793222736344192",-0.078274199,1,11,0
CLDT-L,A821-A,"29.0604854445209,0.81269166374553",-0.050132895,2,11,0
QU7-EE,A821-A,"29.0397185886266,2.91787071059241",-0.015669517,1,23,0
UC-X28,A821-A,"28.1855025010714,1.31024336491358",-0.033131843,0,4,0
R79-I7,A821-A,"28.8144083545536,1.07117788441939",-0.035995282,0,6,0
E-RPGP,A821-A,"29.1897890647638,0.961249851805871",-0.032727378,0,1,0
ZV-KZO,A821-A,"30.5094099032604,1.055956789875",-0.023214491,0,7,0
NSE-U1,A821-A,"32.0534816983073,0.261784217983372",-0.023517888,0,7,0
KER-EU,A821-A,"32.2189397172045,-1.13007968923571",-0.043515835,0,16,0
69A-54,A821-A,"29.9636774117023,1.25216892743706",-0.033718528,3,11,0
M9-OS2,A821-A,"30.6213278660552,1.50921596850852",-0.024802288,1,2,0
5V-YL6,A821-A,"29.9280144491679,1.79584638088114",-0.028157605,1,8,0
8-UWFS,A821-A,"30.3365156019312,3.02120509357166",-0.012698665,1,19,0
PQWA-L,A821-A,"31.0829423790319,2.81773011084982",-0.010469092,4,5,0
BWO-UU,A821-A,"31.114367808192,3.33339818646888",-0.00838605,2,13,0
SQVI-U,A821-A,"30.179553248717,1.53422164514965",-0.030393032,1,17,0
T-YWDD,A821-A,"30.1160402756683,0.32924169265258",-0.045008625,5,13,0
DLY-RG,A821-A,"30.3848941070906,-0.412647921190686",-0.065067571,2,6,0
T-C5A0,A821-A,"30.2602929717245,-1.53733900932539",-0.101223148,2,11,0
UP-L3Y,A821-A,"29.5529692103375,0.254830934380318",-0.055718843,0,8,0
F-KBNV,A821-A,"30.4602633451799,0.364595461474461",-0.04573214,0,7,0
JL-P9P,A821-A,"30.1226231659213,-1.76079090846994",-0.113170112,0,6,0
FR-RCH,A821-A,"32.3481874254016,0.617424464840502",-0.016973628,3,4,0
FNS3-F,A821-A,"32.9770697372313,-0.307594569218927",-0.021389162,2,4,0
7BA-TK,A821-A,"31.8705497399859,1.84859999204177",-0.010586696,2,16,0
IAWJ-X,A821-A,"33.730300109186,-0.415297483028051",-0.019001695,2,13,0
50-TJY,A821-A,"34.3714388974511,-1.32112034410473",-0.028392464,1,13,0
3-CE1R,A821-A,"34.9293042709435,-1.10912477440693",-0.021142861,1,16,0
0IRK-R,A821-A,"32.7115765051974,2.39641446610973",-0.006288421,2,8,0
Tividu,Tash-Murkon,"-11.7748793905573,-18.5373027649573",0.572841744,6,2,0
Tendhyes,Tash-Murkon,"-11.8175600319476,-18.4800901799552",0.589686556,1,12,0
Goram,Tash-Murkon,"-11.5249789567607,-18.2684371626007",0.59739217,4,21,1
Anjedin,Tash-Murkon,"-11.982100654338,-19.0087106880864",0.515754206,0,4,1
Adahum,Tash-Murkon,"-10.6830473016639,-17.8921957034316",0.607685905,1,34,0
Ahrosseas,Tash-Murkon,"-10.7600593195983,-18.9572864558605",0.57656303,1,3,0
Riramia,Tash-Murkon,"-8.60042254421476,-19.9143156950957",0.565731142,1,16,0
Nafomeh,Tash-Murkon,"-7.87294180802159,-19.2391662881064",0.709061707,3,5,0
Pimsu,Tash-Murkon,"-7.74117659293185,-19.8110655477818",0.725185201,2,11,0
Jarzalad,Tash-Murkon,"-9.28283976221266,-19.3851522529839",0.610018806,3,18,1
Matyas,Tash-Murkon,"-9.96772151780642,-19.49754105281",0.554137742,3,23,0
Imeshasa,Tash-Murkon,"-9.56559873547529,-20.1049943939859",0.584964574,1,5,0
Ivih,Tash-Murkon,"-12.2518453977422,-19.1171179722506",0.548595837,0,13,1
Seil,Tash-Murkon,"-12.4299711399019,-19.4529983981013",0.587849958,1,13,1
Mani,Tash-Murkon,"-12.8344436933278,-20.6729842349178",0.822144629,1,9,0
Sehmosh,Tash-Murkon,"-12.7668167816838,-19.436885472003",0.570059883,1,30,0
Dabrid,Tash-Murkon,"-13.4071168913606,-19.9770885711845",0.648839607,4,12,0
Gyerzen,Tash-Murkon,"-13.8391922658354,-19.6242241707168",0.438180225,3,9,0
Hibi,Tash-Murkon,"-12.4362935984425,-19.1844094125148",0.503650457,3,20,0
Gemodi,Tash-Murkon,"-12.8349027594248,-18.8080634863734",0.359261624,1,6,1
Chamume,Tash-Murkon,"-13.0085842414201,-18.8447225635183",0.291687483,5,13,0
Nuzair,Tash-Murkon,"-11.9764167685341,-19.7215903264675",0.535056986,0,7,0
Pera,Tash-Murkon,"-12.3751554097008,-18.8862577466815",0.455397501,2,2,0
Shousran,Tash-Murkon,"-11.5131771322371,-19.7646542586003",0.550819381,1,18,0
Yong,Tash-Murkon,"-13.3470851696377,-18.187806320658",0.286130849,1,11,0
Pimebeka,Tash-Murkon,"-12.7476125161872,-20.3728624103884",0.684395769,6,15,0
Baviasi,Tash-Murkon,"-12.2655813325027,-21.1580287756459",0.804101994,11,7,0
Tash-Murkon Prime,Tash-Murkon,"-11.9811126322564,-21.5267221286001",0.832133876,8,27,0
Emrayur,Tash-Murkon,"-13.2058737865554,-22.0126936297384",1,1,4,0
Shesha,Tash-Murkon,"-14.0059583289161,-22.2902682458459",0.939664481,6,4,0
Hilaban,Tash-Murkon,"-14.158965651055,-22.5880638411799",0.891444072,18,7,0
Sacalan,Tash-Murkon,"-10.0023103833448,-20.7141854180757",0.562880773,0,7,0
Mimen,Tash-Murkon,"-10.8183570368435,-21.1789898518014",0.526744085,6,4,0
Thashkarai,Tash-Murkon,"-10.6196660158613,-21.0269551024044",0.611164417,2,5,0
Atoosh,Tash-Murkon,"-10.921493888969,-21.2863156821587",0.630161726,3,4,0
Unkah,Tash-Murkon,"-11.2624424340683,-21.3214872085423",0.647908425,3,17,0
Hoona,Tash-Murkon,"-11.6382402764492,-21.6776106841135",0.488944493,0,7,0
Teshkat,Tash-Murkon,"-11.9756148742156,-18.9230595462886",0.420653967,3,4,0
Keshirou,Tash-Murkon,"-12.2913449464145,-18.6782301744588",0.236505959,2,7,0
Nasesharafa,Tash-Murkon,"-12.0178592556593,-18.852638511136",0.170232942,1,4,0
Tirbam,Tash-Murkon,"-11.520692132711,-18.1084761660263",0.156005699,0,4,0
Ordat,Tash-Murkon,"-11.9363889995645,-18.5089833887862",0.269501709,3,3,0
Rethan,Tash-Murkon,"-12.2297925681893,-19.0735611325925",0.373019862,1,6,0
Lossa,Tash-Murkon,"-12.5500831384591,-22.4592634279913",0.835940035,1,5,0
Onazel,Tash-Murkon,"-11.8794714233903,-23.3154702733621",0.736159016,3,3,0
Asesamy,Tash-Murkon,"-11.7402736043048,-23.9090280366011",0.645108648,4,12,0
Hostni,Tash-Murkon,"-12.959277304476,-24.901381824211",0.791946068,6,13,0
Mimime,Tash-Murkon,"-13.3180418815028,-25.0921649900734",0.8453258,0,12,0
Kibursha,Tash-Murkon,"-13.8628944963878,-24.6956495825352",0.761762848,1,3,0
Perdan,Tash-Murkon,"-13.8386110763956,-25.3411789260424",0.857557376,5,7,0
Abai,Tash-Murkon,"-11.7089805979855,-21.0296329880373",0.730618503,1,21,0
Nehkiah,Tash-Murkon,"-11.9586684194323,-21.3992356450312",0.614642414,7,3,0
Iro,Tash-Murkon,"-11.6486781449288,-20.6714878559712",0.563121466,4,25,0
Ahkour,Tash-Murkon,"-11.6525257663138,-21.5202172207326",0.660782147,3,26,0
Gaknem,Tash-Murkon,"-10.9947038978502,-21.3478746815383",0.614768536,3,15,0
Siyi,Tash-Murkon,"-11.8313437860707,-21.850401989845",0.50993676,9,6,0
Remoriu,Tash-Murkon,"-10.6249997166331,-21.7218561229326",0.653493982,4,3,0
Yanuel,Tash-Murkon,"-11.1823935172835,-22.0301057717731",0.751635184,2,14,0
Nafrivik,Tash-Murkon,"-10.2521593193425,-21.3930176534628",0.5884338,1,19,0
Taru,Tash-Murkon,"-11.2247475154484,-22.7549682126302",0.750377741,5,14,0
Arkoz,Tash-Murkon,"-11.4473629431744,-22.0147917972443",0.78314214,0,6,0
Azhgabid,Tash-Murkon,"-11.8951120410828,-22.6007587846855",0.803225635,2,12,0
Jinizu,Tash-Murkon,"-11.5141040926473,-22.9568484188284",0.7859748,0,7,0
Phoren,Tash-Murkon,"-10.6209652317978,-21.2534497858819",0.6050449,0,5,0
Asezai,Tash-Murkon,"-12.0863189602703,-22.3855818463916",0.640194287,2,2,0
Ferira,Tash-Murkon,"-12.771476596947,-22.834107089719",0.582022975,2,9,0
Yeder,Tash-Murkon,"-13.1568508231922,-23.3941133002074",0.631409136,1,17,0
Azerakish,Tash-Murkon,"-13.8172983438026,-23.7716142484484",0.633393967,1,18,0
Lari,Tash-Murkon,"-13.4554085859492,-23.6113324941157",0.493032345,1,12,0
Yasud,Tash-Murkon,"-14.1766293966477,-23.5730931702025",0.628312386,2,26,0
Ghishul,Tash-Murkon,"-14.8037195847995,-23.4050352480271",0.703417019,0,16,0
Moutid,Tash-Murkon,"-13.7367866824845,-24.1486311173494",0.705992008,2,4,1
Goni,Tash-Murkon,"-14.9356628351852,-21.890548203752",0.787519097,2,8,0
Adar,Tash-Murkon,"-14.7843416981614,-21.5812744843707",0.796463327,0,5,0
Paye,Tash-Murkon,"-15.4934355125162,-21.7228684225699",0.642081363,4,13,0
Sagain,Tash-Murkon,"-16.3822345801427,-21.5405603233018",0.433910131,2,25,0
Modun,Tash-Murkon,"-16.6597988966904,-21.2336349036099",0.341331877,0,13,1
Saminer,Tash-Murkon,"-17.0806860061661,-21.1801036756619",0.29173903,1,6,0
Marthia,Tash-Murkon,"-12.3796062910195,-22.1923620988945",0.925732639,1,13,0
Assiad,Tash-Murkon,"-13.0173123829161,-22.6585393168495",0.947641286,2,12,0
Rumida,Tash-Murkon,"-13.0828749684517,-22.9482188588067",0.910481143,3,6,0
Nosodnis,Tash-Murkon,"-13.4154242222804,-22.797614276905",0.929033811,1,17,0
Iswa,Tash-Murkon,"-13.6618544399982,-23.1262335129015",0.835361168,2,11,0
Rand,Tash-Murkon,"-12.7650025877279,-23.1091509567794",0.866089348,2,17,0
Sizamod,Tash-Murkon,"-13.6918349881031,-22.4098755659435",0.717974611,2,13,0
Sinid,Tash-Murkon,"-11.6277119189934,-21.016755595174",0.729366071,5,8,0
Alra,Tash-Murkon,"-11.9132385311779,-21.5773062109866",0.818920588,4,10,0
Ilas,Tash-Murkon,"-12.1426531399429,-21.0569297650422",0.833348048,4,16,0
Zith,Tash-Murkon,"-12.3334804467934,-21.6675656702797",0.867338914,5,13,0
Tew,Tash-Murkon,"-12.7965545544159,-21.4224434966837",0.949794207,6,10,0
Zehru,Tash-Murkon,"-13.3556691172969,-21.3599737219208",0.9116734,2,12,0
Uhodoh,Tash-Murkon,"-13.3763609335547,-21.0019330568269",0.803801993,2,18,0
Esa,Tash-Murkon,"-13.7414052995086,-20.9377050000306",0.757320251,1,8,0
Hath,Tash-Murkon,"-14.0786055404153,-21.0402665481525",0.796700606,1,9,0
Judra,Tash-Murkon,"-13.360877751977,-20.6695544814216",0.761599993,1,6,0
Sharios,Tash-Murkon,"-14.785726253325,-21.0241977630423",0.660336564,0,7,0
Arakor,Tash-Murkon,"-13.4390278712969,-20.3389062320886",0.692631436,0,22,0
Ahteer,Tash-Murkon,"-14.762880357639,-20.8393515578855",0.696988371,0,35,0
Kari,Tash-Murkon,"-14.2638519570595,-20.6065829709481",0.568302905,0,11,1
